2023-11-16 21:06:40.880689,B103,CO2,1837.0
2023-11-16 21:14:01.906856,B202,CO2,577.0
2023-11-16 21:14:32.743425,B106,CO2,551.0
2023-11-16 21:15:02.357788,B234,CO2,558.0
2023-11-16 21:16:32.204636,E106,CO2,506.0
2023-11-16 21:16:33.413064,B113,CO2,586.0
2023-11-16 21:16:40.985213,B103,CO2,1829.0
2023-11-17 09:54:30.886060,E003,CO2,1140.0
2023-11-17 09:54:33.751081,B106,CO2,548.0
2023-11-17 09:55:03.247979,B234,CO2,536.0
2023-11-17 09:55:59.572949,E103,CO2,805.0
2023-11-17 09:56:00.486587, hall-amphi,CO2,621.0
2023-11-17 09:56:28.245732,B217,CO2,917.0
2023-11-17 09:56:33.353516,E106,CO2,1601.0
2023-11-17 09:56:34.601140,B113,CO2,1222.0
2023-11-17 09:56:41.762784,B212,CO2,528.0
2023-11-17 09:56:42.160063,B103,CO2,2123.0
2023-11-17 09:57:02.332740,Foyer-personnels,CO2,689.0
2023-11-17 09:57:03.667433,B201,CO2,1211.0
2023-11-17 09:57:08.581393,E102,CO2,967.0
2023-11-17 09:57:29.261128,amphi1,CO2,700.0
2023-11-17 09:57:30.186472,E208,CO2,1140.0
2023-11-17 09:57:34.798591,hall-entrée-principale,CO2,621.0
2023-11-17 09:58:03.673794,E206,CO2,1160.0
2023-11-17 09:58:13.643264,B112,CO2,598.0
2023-11-17 09:58:31.833795,,CO2,541.0
2023-11-17 09:58:59.681547,E100,CO2,711.0
2023-11-17 09:58:59.824622,E105,CO2,535.0
2023-11-17 09:59:01.224663,B109,CO2,2215.0
2023-11-17 09:59:04.703974,E101,CO2,931.0
2023-11-17 09:59:05.938439,B110,CO2,838.0
2023-11-17 09:59:34.199117,B203,CO2,529.0
2023-11-17 09:59:43.618984,E104,CO2,740.0
2023-11-17 10:01:39.915807,B108,CO2,765.0
2023-11-17 10:03:44.661274,E006,CO2,792.0
2023-11-17 10:04:00.027184,E004,CO2,572.0
2023-11-17 10:04:04.444870,B202,CO2,797.0
2023-11-17 10:04:11.916952,E001,CO2,1153.0
2023-11-17 10:04:30.747108,E003,CO2,1122.0
2023-11-17 10:04:34.360884,B106,CO2,560.0
2023-11-17 10:05:02.903266,B234,CO2,577.0
2023-11-17 10:05:59.219925,E103,CO2,815.0
2023-11-17 10:06:00.242641, hall-amphi,CO2,617.0
2023-11-17 10:06:07.822811,E207,CO2,506.0
2023-11-17 10:06:29.026467,B217,CO2,936.0
2023-11-17 10:06:32.925405,E106,CO2,1512.0
2023-11-17 10:06:34.149690,B113,CO2,665.0
2023-11-17 10:06:41.506965,B212,CO2,544.0
2023-11-17 10:06:42.121629,B103,CO2,2268.0
2023-11-17 10:07:02.192200,Foyer-personnels,CO2,700.0
2023-11-17 10:07:03.412730,B201,CO2,1214.0
2023-11-17 10:07:08.335709,E102,CO2,965.0
2023-11-17 21:01:31.768435,B108,CO2,875.0
2023-11-17 21:06:33.381677,B113,CO2,1228.0
2023-11-17 21:06:40.955882,B103,CO2,2034.0
