2023-11-16 21:03:30.040879,C006,Température,24.3
2023-11-16 21:06:40.880689,B103,Température,21.8
2023-11-16 21:13:29.705812,C006,Température,24.4
2023-11-16 21:13:31.787901,C004,Température,23.9
2023-11-16 21:13:59.682975,E004,Température,21.1
2023-11-16 21:14:28.684084,Serveurs,Température,23.1
2023-11-16 21:14:29.690809,E003,Température,21.2
2023-11-16 21:15:02.357788,B234,Température,22.2
2023-11-16 21:15:58.409922,E103,Température,21.7
2023-11-16 21:16:27.396369,B217,Température,21.4
2023-11-16 21:16:32.196714,E106,Température,21.6
2023-11-16 21:16:40.985213,B103,Température,21.8
2023-11-16 21:17:07.690148,E102,Température,22.1
2023-11-17 09:54:29.752639,Serveurs,Température,22.7
2023-11-17 09:55:03.247979,B234,Température,22.4
2023-11-17 09:56:28.240219,B217,Température,21.6
2023-11-17 09:56:33.353516,E106,Température,22.9
2023-11-17 09:56:42.160063,B103,Température,21.4
2023-11-17 09:57:08.580698,E102,Température,22.2
2023-11-17 09:57:30.186472,E208,Température,21.1
2023-11-17 09:58:03.665494,E206,Température,23.0
2023-11-17 09:58:30.704328,C006,Température,25.6
2023-11-17 09:58:31.833795,,Température,25.9
2023-11-17 09:58:59.681547,E100,Température,23.7
2023-11-17 09:58:59.824622,E105,Température,21.1
2023-11-17 09:59:01.216770,B109,Température,22.5
2023-11-17 09:59:04.703974,E101,Température,22.5
2023-11-17 09:59:05.936800,B110,Température,22.1
2023-11-17 10:03:30.554333,C006,Température,25.6
2023-11-17 10:03:32.390979,C004,Température,23.2
2023-11-17 10:03:44.661274,E006,Température,21.1
2023-11-17 10:04:29.514319,Serveurs,Température,22.8
2023-11-17 10:05:02.903266,B234,Température,22.4
2023-11-17 10:05:59.211889,E103,Température,21.1
2023-11-17 10:06:29.026467,B217,Température,21.7
2023-11-17 10:06:32.925405,E106,Température,23.0
2023-11-17 10:06:42.121629,B103,Température,21.5
2023-11-17 10:07:08.335709,E102,Température,22.2
2023-11-17 21:01:31.767432,B108,Température,20.2
2023-11-17 21:03:29.682565,C006,Température,25.7
2023-11-17 21:03:31.453573,C004,Température,23.6
2023-11-20 09:53:42.909805,C006,Température,25.7
2023-11-20 10:23:43.031615,C006,Température,25.7
2023-11-20 10:33:42.739123,C006,Température,25.7
